user_id,kp_id,question_id,difficulty,type,recent_correct_rate,recent_attempts,recent_avg_duration_ms,is_correct
8,5,293,0.60,mcq,0.000,0,0,0
8,4,244,0.29,mcq,0.000,1,24006,0
8,11,286,0.35,blank,1.000,1,15140,0
8,3,287,0.39,mcq,1.000,1,9930,0
8,3,115,0.81,mcq,0.500,2,15191,0
8,12,300,0.58,mcq,0.000,1,20694,0
8,5,298,0.36,blank,0.000,1,18827,0
8,10,196,0.79,mcq,0.000,1,22262,0
8,9,103,0.43,mcq,1.000,1,9882,1
8,6,162,0.25,mcq,0.000,1,21219,1
8,12,161,0.48,blank,0.000,2,19382,0
8,11,296,0.63,blank,0.500,2,17015,0
8,3,220,0.14,blank,0.333,3,17134,1
8,7,192,0.26,blank,1.000,1,9783,1
8,1,3,0.69,mcq,0.000,0,0,1
8,11,53,0.44,mcq,0.333,3,18540,1
8,7,149,0.30,blank,1.000,2,11595,1
8,8,69,0.42,blank,0.000,1,21172,0
8,6,207,0.66,mcq,0.500,2,17505,1
8,1,259,0.49,blank,1.000,1,14588,0
8,3,131,0.65,mcq,0.500,4,15604,1
8,9,11,0.28,blank,1.000,2,12430,1
8,1,243,0.38,blank,0.500,2,18725,1
8,12,52,0.61,mcq,0.000,3,19489,0
8,11,54,0.20,mcq,0.500,4,17019,1
8,9,102,0.43,blank,1.000,3,11613,1
8,10,210,0.49,mcq,0.000,2,23509,1
8,5,247,0.57,mcq,0.000,2,18227,0
8,6,294,0.45,blank,0.667,3,17282,1
8,11,52,0.10,mcq,0.600,5,15808,1
8,5,26,0.33,mcq,0.000,3,19657,1
8,2,161,0.59,mcq,0.000,0,0,1
8,7,71,0.44,mcq,1.000,3,11899,1
8,11,138,0.35,mcq,0.667,6,14911,0
8,12,234,0.73,blank,0.000,4,20483,0
8,5,86,0.59,mcq,0.250,4,17431,0
8,2,54,0.65,mcq,1.000,1,11405,0
8,7,195,0.63,mcq,1.000,4,12228,0
8,6,67,0.18,mcq,0.750,4,16669,0
8,8,134,0.53,mcq,0.000,2,17916,1
8,11,296,0.34,mcq,0.571,7,14989,0
8,12,268,0.10,mcq,0.000,5,21235,1
8,12,178,0.43,mcq,0.167,6,18938,1
8,11,28,0.37,mcq,0.500,8,15698,1
8,1,85,0.38,mcq,0.667,3,16202,0
8,2,260,0.45,blank,0.500,2,17561,1
8,4,228,0.28,mcq,0.000,2,21906,1
8,10,255,0.11,mcq,0.333,3,21265,1
8,12,1,0.40,mcq,0.286,7,18095,0
8,2,288,0.57,mcq,0.667,3,15780,0
8,4,115,0.34,blank,0.333,3,18483,0
8,8,187,0.30,mcq,0.333,3,16857,1
8,12,182,0.37,mcq,0.250,8,17942,1
8,11,24,0.60,mcq,0.556,9,15203,0
8,3,131,0.12,mcq,0.600,5,16401,1
8,10,98,0.48,mcq,0.500,4,18935,1
8,12,64,0.29,blank,0.333,9,17482,0
8,8,3,0.22,mcq,0.500,4,16717,0
8,9,261,0.43,mcq,1.000,4,11950,1
8,3,165,0.41,mcq,0.667,6,15436,1
8,9,128,0.59,mcq,1.000,5,11760,0
8,5,71,0.32,blank,0.200,5,17307,0
8,7,281,0.15,mcq,0.800,5,13579,1
8,6,149,0.35,mcq,0.600,5,15715,1
8,11,92,0.30,mcq,0.500,10,15652,1
8,9,288,0.20,mcq,0.833,6,12848,1
8,8,274,0.10,mcq,0.400,5,16674,1
8,5,196,0.59,blank,0.167,6,17453,1
8,3,147,0.51,blank,0.714,7,15014,0
8,11,278,0.45,mcq,0.500,10,15704,1
8,1,288,0.33,mcq,0.500,4,16269,1
9,9,227,0.73,blank,0.000,0,0,0
9,4,280,0.69,mcq,0.000,0,0,0
9,12,91,0.20,mcq,0.000,0,0,1
9,11,21,0.86,mcq,0.000,0,0,1
9,7,3,0.42,blank,0.000,0,0,0
9,6,27,0.10,blank,0.000,0,0,1
9,11,184,0.25,mcq,1.000,1,22228,1
9,2,35,0.48,blank,0.000,0,0,1
9,9,110,0.57,mcq,0.000,1,23130,1
9,11,272,0.37,blank,1.000,2,15901,1
9,8,178,0.79,mcq,0.000,0,0,1
9,8,21,0.47,mcq,1.000,1,18324,1
9,11,132,0.58,mcq,1.000,3,15752,1
9,9,264,0.44,mcq,0.500,2,20811,0
9,9,264,0.40,mcq,0.333,3,19797,1
9,2,4,0.55,mcq,1.000,1,12663,1
9,11,218,0.70,mcq,1.000,4,15409,0
9,2,223,0.54,mcq,1.000,2,13908,0
9,11,170,0.48,mcq,0.800,5,16894,1
9,1,295,0.50,mcq,0.000,0,0,1
9,4,162,0.61,mcq,0.000,1,19202,1
9,1,33,0.38,blank,1.000,1,15451,1
9,12,55,0.21,blank,1.000,1,8806,1
9,5,225,0.49,blank,0.000,0,0,1
9,7,70,0.24,mcq,0.000,1,20017,1
9,12,74,0.20,mcq,1.000,2,9166,0
9,5,192,0.27,mcq,1.000,1,12759,1
9,1,202,0.23,blank,1.000,2,14909,1
9,9,177,0.38,blank,0.500,4,18358,1
9,4,114,0.23,mcq,0.500,2,17058,1
9,10,28,0.51,blank,0.000,0,0,1
9,9,51,0.23,blank,0.600,5,17330,1
9,4,121,0.42,blank,0.667,3,15913,1
9,2,169,0.44,blank,0.667,3,17282,1
9,10,162,0.30,blank,1.000,1,13704,1
9,7,224,0.53,mcq,0.500,2,17078,1
9,5,237,0.50,mcq,1.000,2,10037,0
9,8,42,0.35,mcq,1.000,2,18244,1
9,5,40,0.51,mcq,0.667,3,12654,1
9,12,298,0.48,mcq,0.667,3,12189,1
9,10,279,0.25,mcq,1.000,2,11537,1
9,9,149,0.14,blank,0.667,6,16527,1
9,3,123,0.24,blank,0.000,0,0,1
9,10,290,0.33,blank,1.000,3,12320,1
9,10,184,0.20,mcq,1.000,4,11512,1
9,1,22,0.49,blank,1.000,3,13524,1
9,11,233,0.56,blank,0.833,6,16388,1
9,1,141,0.70,blank,1.000,4,14573,0
9,12,188,0.43,blank,0.750,4,12890,1
9,10,115,0.25,mcq,1.000,5,10375,1
9,9,4,0.17,blank,0.714,7,15805,1
9,9,144,0.59,blank,0.750,8,15538,1
9,4,118,0.51,mcq,0.750,4,14725,1
9,7,108,0.56,mcq,0.667,3,17120,1
9,10,294,0.63,blank,1.000,6,10005,1
9,10,29,0.58,blank,1.000,7,11516,1
9,3,289,0.44,mcq,1.000,1,12538,1
9,11,44,0.74,mcq,0.857,7,17036,1
9,4,211,0.10,mcq,0.800,5,15045,1
9,10,262,0.60,mcq,1.000,8,12451,1
9,5,36,0.59,mcq,0.750,4,13011,1
9,4,259,0.38,blank,0.833,6,14648,1
9,11,20,0.36,blank,0.875,8,17192,1
9,9,277,0.36,mcq,0.778,9,15400,1
9,1,190,0.70,mcq,0.800,5,16123,1
9,1,196,0.39,mcq,0.833,6,15897,1
9,6,51,0.20,mcq,1.000,1,11436,1
9,7,146,0.59,blank,0.750,4,15838,0
9,10,4,0.58,blank,1.000,9,13153,1
9,10,162,0.23,blank,1.000,10,13256,1
9,7,275,0.38,mcq,0.600,5,17103,1
9,7,105,0.22,mcq,0.667,6,16700,1
9,7,248,0.23,blank,0.714,7,15787,1
9,5,71,0.69,mcq,0.800,5,14275,1
9,11,52,0.55,mcq,0.889,9,16838,0
9,4,27,0.13,mcq,0.857,7,14626,1
9,3,242,0.25,mcq,1.000,2,14220,1
9,10,20,0.39,blank,1.000,10,13024,1
9,12,30,0.10,mcq,0.800,5,13771,1
9,3,266,0.33,blank,1.000,3,14255,1
10,7,47,0.35,blank,0.000,0,0,0
10,9,142,0.38,mcq,0.000,0,0,1
10,4,134,0.36,mcq,0.000,0,0,0
10,3,60,0.38,blank,0.000,0,0,1
10,9,227,0.80,mcq,1.000,1,18119,0
10,7,235,0.17,mcq,0.000,1,18138,0
10,11,35,0.22,blank,0.000,0,0,1
10,7,162,0.10,mcq,0.000,2,15732,1
10,7,128,0.66,blank,0.333,3,12155,0
10,5,92,0.67,mcq,0.000,0,0,1
10,8,98,0.40,mcq,0.000,0,0,1
10,8,118,0.44,blank,1.000,1,15423,1
10,4,62,0.62,blank,0.000,1,16265,0
10,2,278,0.33,mcq,0.000,0,0,0
10,1,295,0.55,blank,0.000,0,0,0
10,5,114,0.10,mcq,1.000,1,19160,1
10,10,17,0.60,mcq,0.000,0,0,0
10,9,62,0.24,mcq,0.500,2,19699,1
10,12,195,0.29,blank,0.000,0,0,0
10,10,135,0.59,mcq,0.000,1,22429,1
10,4,218,0.39,blank,0.000,2,16329,1
10,4,231,0.19,blank,0.333,3,17552,1
10,3,139,0.10,mcq,1.000,1,14197,1
10,4,77,0.12,blank,0.500,4,16484,0
10,8,265,0.49,mcq,1.000,2,13935,0
10,9,291,0.39,blank,0.667,3,18466,0
10,1,244,0.23,blank,0.000,1,17635,0
10,11,286,0.69,blank,1.000,1,12427,1
10,5,102,0.35,blank,1.000,2,14888,0
10,10,182,0.22,blank,0.500,2,19939,1
10,6,196,0.35,mcq,0.000,0,0,0
10,10,173,0.39,blank,0.667,3,16613,1
10,7,83,0.29,mcq,0.250,4,14133,1
10,6,203,0.47,blank,0.000,1,14679,1
10,5,267,0.69,mcq,0.667,3,16357,0
10,8,129,0.35,blank,0.667,3,15089,0
10,12,33,0.43,blank,0.000,1,16282,1
10,8,43,0.41,blank,0.500,4,15826,0
10,2,159,0.44,mcq,0.000,1,13671,0
10,4,88,0.45,mcq,0.400,5,15731,1
10,1,240,0.62,mcq,0.000,2,17829,0
10,9,277,0.66,blank,0.500,4,17197,0
10,3,223,0.28,mcq,1.000,2,10688,0
10,9,117,0.31,mcq,0.400,5,17687,1
10,2,1,0.29,blank,0.000,2,16709,1
10,9,5,0.59,blank,0.500,6,16458,0
10,12,221,0.83,mcq,0.500,2,14719,1
10,5,288,0.19,mcq,0.500,4,16877,1
10,7,194,0.37,mcq,0.400,5,13326,1
10,4,140,0.43,blank,0.500,6,15854,0
10,5,36,0.32,blank,0.600,5,15238,1
10,3,252,0.51,mcq,0.667,3,12092,1
10,4,53,0.41,mcq,0.429,7,16564,1
10,5,78,0.42,mcq,0.667,6,14422,1
10,1,191,0.29,blank,0.000,3,18851,0
10,8,75,0.44,blank,0.400,5,16210,0
10,1,129,0.43,mcq,0.000,4,18267,1
10,7,227,0.49,mcq,0.500,6,13488,1
10,4,267,0.45,mcq,0.500,8,16389,0
10,11,166,0.65,mcq,1.000,2,16055,1
10,3,130,0.41,mcq,0.750,4,13068,1
10,8,112,0.37,mcq,0.333,6,16445,0
10,2,300,0.47,blank,0.333,3,15581,0
10,2,244,0.34,mcq,0.250,4,17001,1
10,12,47,0.31,blank,0.667,3,15203,1
10,11,31,0.14,mcq,1.000,3,16207,1
10,6,120,0.28,mcq,0.500,2,15749,1
10,6,225,0.77,mcq,0.667,3,13589,0
10,12,21,0.55,blank,0.750,4,14231,1
10,8,291,0.39,mcq,0.286,7,16410,1
10,3,284,0.30,mcq,0.800,5,13140,0
10,3,188,0.54,blank,0.667,6,13610,1
10,8,10,0.71,blank,0.375,8,15681,1
10,10,276,0.64,blank,0.750,4,16746,0
10,7,145,0.55,mcq,0.571,7,13532,1
10,6,23,0.32,blank,0.500,4,15610,0
10,3,17,0.47,blank,0.714,7,13972,1
10,10,132,0.34,mcq,0.600,5,16864,1
10,1,107,0.29,blank,0.200,5,17945,0
10,11,32,0.10,blank,1.000,4,13858,1
11,2,128,0.42,blank,0.000,0,0,1
11,10,55,0.37,mcq,0.000,0,0,1
11,11,54,0.21,mcq,0.000,0,0,1
11,3,274,0.51,mcq,0.000,0,0,0
11,10,167,0.29,blank,1.000,1,12329,0
11,6,124,0.23,mcq,0.000,0,0,1
11,10,185,0.28,mcq,0.500,2,14829,0
11,8,9,0.28,mcq,0.000,0,0,0
11,9,110,0.70,blank,0.000,0,0,0
11,6,284,0.78,mcq,1.000,1,13646,1
11,9,183,0.10,blank,0.000,1,25345,1
11,3,154,0.56,mcq,0.000,1,16071,1
11,2,167,0.24,blank,1.000,1,10944,1
11,8,49,0.61,mcq,0.000,1,17158,0
11,10,29,0.42,mcq,0.333,3,15121,1
11,6,117,0.26,mcq,1.000,2,16326,0
11,12,196,0.31,blank,0.000,0,0,0
11,1,258,0.43,mcq,0.000,0,0,1
11,12,229,0.46,mcq,0.000,1,13935,1
11,10,76,0.38,mcq,0.500,4,14713,0
11,3,135,0.34,mcq,0.500,2,16815,1
11,2,247,0.30,mcq,1.000,2,10710,1
11,9,269,0.51,mcq,0.500,2,16784,1
11,4,295,0.46,mcq,0.000,0,0,0
11,2,177,0.59,blank,1.000,3,11851,1
11,10,227,0.28,blank,0.400,5,15184,1
11,10,192,0.48,mcq,0.500,6,14116,1
11,3,76,0.47,blank,0.667,3,16399,1
11,5,12,0.73,blank,0.000,0,0,0
11,6,133,0.51,blank,0.667,3,17505,1
11,9,10,0.16,blank,0.667,3,17012,1
11,7,146,0.22,blank,0.000,0,0,1
11,4,5,0.51,blank,0.000,1,20446,0
11,2,56,0.34,mcq,1.000,4,13331,1
11,1,261,0.35,blank,1.000,1,14870,0
11,12,96,0.58,mcq,0.500,2,14626,0
11,4,127,0.25,mcq,0.000,2,18106,1
11,9,181,0.38,mcq,0.750,4,15597,1
11,6,32,0.36,mcq,0.750,4,17650,1
11,11,285,0.44,mcq,1.000,1,9797,0
11,5,196,0.48,blank,0.000,1,22041,1
11,9,124,0.69,mcq,0.800,5,15734,1
11,10,278,0.72,mcq,0.571,7,14299,0
11,3,71,0.48,mcq,0.750,4,14729,0
11,5,75,0.30,mcq,0.500,2,19500,1
11,11,61,0.82,blank,0.500,2,15282,0
11,3,212,0.30,mcq,0.600,5,15789,1
11,7,141,0.35,mcq,1.000,1,9796,1
11,3,137,0.47,blank,0.667,6,16033,0
11,10,184,0.33,blank,0.500,8,15902,0
11,2,192,0.37,mcq,1.000,5,13538,1
11,3,17,0.58,blank,0.571,7,16231,1
11,7,104,0.45,blank,1.000,2,13463,1
11,4,251,0.83,mcq,0.333,3,16069,0
11,12,22,0.36,blank,0.333,3,16816,1
11,10,293,0.43,blank,0.444,9,15939,0
11,10,56,0.20,mcq,0.400,10,15922,1
11,8,276,0.10,mcq,0.000,2,20786,1
11,7,26,0.50,blank,1.000,3,13642,0
11,4,237,0.40,blank,0.250,4,18360,0
11,3,73,0.23,blank,0.625,8,15899,1
11,8,300,0.54,mcq,0.333,3,17714,1
11,12,233,0.28,blank,0.500,4,16557,1
11,10,166,0.75,mcq,0.400,10,15747,1
11,12,47,0.28,blank,0.600,5,15568,1
11,2,262,0.38,blank,1.000,6,13087,1
11,10,172,0.62,blank,0.500,10,15498,0
11,10,27,0.70,blank,0.500,10,15892,1
11,7,93,0.35,mcq,0.750,4,14965,1
11,2,7,0.82,blank,1.000,7,12669,0
11,8,253,0.24,mcq,0.500,4,16570,1
11,4,4,0.50,mcq,0.200,5,18743,1
11,4,107,0.56,mcq,0.333,6,18727,0
11,1,17,0.47,blank,0.500,2,18543,1
11,11,56,0.23,blank,0.333,3,17027,1
11,7,294,0.56,blank,0.800,5,15358,0
11,9,48,0.54,mcq,0.833,6,15851,0
11,5,282,0.28,mcq,0.667,3,15568,0
11,2,270,0.42,mcq,0.875,8,13464,1
11,7,271,0.18,mcq,0.667,6,16069,1
12,9,120,0.42,mcq,0.000,0,0,1
12,12,61,0.42,blank,0.000,0,0,1
12,12,171,0.64,mcq,1.000,1,15630,1
12,6,145,0.21,blank,0.000,0,0,1
12,5,4,0.49,mcq,0.000,0,0,1
12,2,15,0.39,mcq,0.000,0,0,1
12,3,243,0.57,mcq,0.000,0,0,1
12,1,275,0.32,mcq,0.000,0,0,1
12,6,267,0.13,mcq,1.000,1,10221,1
12,5,296,0.20,mcq,1.000,1,12785,1
12,11,77,0.25,mcq,0.000,0,0,1
12,5,85,0.54,blank,1.000,2,11352,1
12,10,158,0.36,blank,0.000,0,0,1
12,12,122,0.63,blank,1.000,2,14305,1
12,6,58,0.10,blank,1.000,2,10919,1
12,6,13,0.52,mcq,1.000,3,11287,1
12,8,269,0.54,blank,0.000,0,0,1
12,5,265,0.47,mcq,1.000,3,12083,0
12,11,268,0.57,blank,1.000,1,16885,1
12,2,45,0.87,mcq,1.000,1,11523,0
12,6,160,0.40,mcq,1.000,4,11211,1
12,1,99,0.31,mcq,1.000,1,10618,1
12,5,77,0.42,mcq,0.750,4,13367,1
12,3,106,0.45,mcq,1.000,1,20256,1
12,9,146,0.36,blank,1.000,1,11160,1
12,10,228,0.45,mcq,1.000,1,12311,1
12,1,28,0.59,mcq,1.000,2,11176,1
12,2,229,0.35,mcq,0.500,2,17541,1
12,10,274,0.35,blank,1.000,2,13848,1
12,2,240,0.75,mcq,0.667,3,16322,1
12,2,119,0.19,mcq,0.750,4,16563,1
12,4,94,0.69,blank,0.000,0,0,1
12,12,250,0.59,mcq,1.000,3,14024,1
12,1,145,0.53,mcq,1.000,3,13492,0
12,6,55,0.38,blank,1.000,5,11750,1
12,6,212,0.39,blank,1.000,6,11910,1
12,4,175,0.29,mcq,1.000,1,21416,1
12,4,176,0.54,mcq,1.000,2,15836,1
12,9,294,0.41,mcq,1.000,2,13106,1
12,8,228,0.63,blank,1.000,1,14619,1
12,3,195,0.38,mcq,1.000,2,17516,1
12,6,298,0.19,blank,1.000,7,12107,1
12,11,150,0.56,mcq,1.000,2,16334,1
12,7,154,0.30,blank,0.000,0,0,1
12,10,177,0.52,mcq,1.000,3,14223,0
12,2,151,0.24,mcq,0.800,5,15709,1
12,1,184,0.30,blank,0.750,4,15083,1
12,2,202,0.68,blank,0.833,6,14776,1
12,11,89,0.38,blank,1.000,3,14830,1
12,8,214,0.60,mcq,1.000,2,16711,1
12,3,9,0.36,blank,1.000,3,17009,1
12,3,44,0.41,mcq,1.000,4,17326,0
12,3,218,0.33,mcq,0.800,5,16883,1
12,10,182,0.54,mcq,0.750,4,14585,1
12,4,122,0.55,mcq,1.000,3,14707,1
12,12,20,0.26,mcq,1.000,4,14259,1
12,10,41,0.28,mcq,0.800,5,15307,0
12,3,144,0.42,mcq,0.833,6,15899,1
12,8,40,0.23,mcq,1.000,3,17342,1
12,11,176,0.24,blank,1.000,4,15061,1
12,9,170,0.49,mcq,1.000,3,12902,1
12,7,156,0.15,blank,1.000,1,10833,1
12,12,294,0.48,mcq,1.000,5,13837,1
12,1,249,0.37,mcq,0.800,5,15037,1
12,2,144,0.50,mcq,0.857,7,14572,1
12,5,78,0.47,blank,0.800,5,13942,1
12,11,249,0.14,blank,1.000,5,13746,1
12,3,75,0.56,blank,0.857,7,15204,1
12,10,197,0.55,mcq,0.667,6,15521,0
12,4,177,0.30,blank,1.000,4,15702,1
12,1,205,0.26,blank,0.833,6,14476,1
12,8,195,0.36,mcq,1.000,4,15872,1
12,11,7,0.39,blank,1.000,6,13486,0
12,5,22,0.63,mcq,0.833,6,14002,0
12,2,140,0.67,mcq,0.875,8,14715,1
12,6,237,0.41,blank,1.000,8,12014,1
12,11,173,0.45,mcq,0.857,7,13702,1
12,11,35,0.41,mcq,0.875,8,13278,1
12,1,146,0.26,mcq,0.857,7,13674,1
12,5,112,0.46,blank,0.714,7,14760,0
13,8,219,0.41,mcq,0.000,0,0,0
13,12,38,0.70,blank,0.000,0,0,1
13,5,136,0.48,blank,0.000,0,0,1
13,3,92,0.26,mcq,0.000,0,0,1
13,11,55,0.35,mcq,0.000,0,0,1
13,8,129,0.43,blank,0.000,1,17102,1
13,8,20,0.66,mcq,0.500,2,15072,1
13,11,2,0.37,blank,1.000,1,13266,1
13,9,36,0.37,mcq,0.000,0,0,1
13,9,63,0.48,mcq,1.000,1,9281,1
13,10,29,0.10,blank,0.000,0,0,1
13,11,175,0.71,blank,1.000,2,13809,0
13,2,284,0.61,blank,0.000,0,0,1
13,1,55,0.71,blank,0.000,0,0,1
13,11,98,0.37,mcq,0.667,3,16355,1
13,3,200,0.49,mcq,1.000,1,13120,1
13,2,231,0.52,mcq,1.000,1,12827,0
13,1,61,0.51,mcq,1.000,1,16764,1
13,4,275,0.54,mcq,0.000,0,0,1
13,3,251,0.44,blank,1.000,2,14061,0
13,11,67,0.84,mcq,0.750,4,14964,1
13,1,234,0.48,blank,1.000,2,16036,1
13,10,255,0.57,mcq,1.000,1,8499,1
13,10,206,0.49,mcq,1.000,2,13607,1
13,6,110,0.65,mcq,0.000,0,0,1
13,1,213,0.31,blank,1.000,3,15834,1
13,3,21,0.37,mcq,0.667,3,14871,0
13,3,9,0.73,mcq,0.500,4,14777,0
13,8,146,0.47,mcq,0.667,3,15802,1
13,7,74,0.34,mcq,0.000,0,0,1
13,11,20,0.42,blank,0.800,5,15916,1
13,10,155,0.54,mcq,1.000,3,13465,1
13,6,49,0.25,blank,1.000,1,19389,0
13,10,107,0.25,mcq,1.000,4,14635,1
13,5,243,0.53,blank,1.000,1,12338,0
13,8,146,0.57,blank,0.750,4,15544,1
13,4,23,0.30,mcq,1.000,1,12052,1
13,2,249,0.43,blank,0.500,2,14294,1
13,9,167,0.74,mcq,1.000,2,13218,1
13,7,167,0.54,blank,1.000,1,8913,1
13,4,113,0.69,mcq,1.000,2,12782,1
13,2,233,0.25,mcq,0.667,3,12338,1
13,3,139,0.38,mcq,0.400,5,16749,1
13,4,57,0.43,mcq,1.000,3,15070,1
13,8,81,0.34,blank,0.800,5,16269,1
13,11,118,0.82,mcq,0.833,6,16063,1
13,2,243,0.26,mcq,0.750,4,12372,1
13,8,168,0.40,mcq,0.833,6,15810,1
13,7,294,0.12,mcq,1.000,2,13952,1
13,1,259,0.40,mcq,1.000,4,14756,1
13,1,51,0.29,mcq,1.000,5,14646,1
13,8,209,0.38,mcq,0.857,7,16085,1
13,4,246,0.55,mcq,1.000,4,14968,1
13,11,13,0.36,mcq,0.857,7,16240,1
13,8,190,0.35,mcq,0.875,8,15766,1
13,11,171,0.20,mcq,0.875,8,16326,1
13,9,278,0.64,blank,1.000,3,15931,0
13,10,29,0.54,blank,1.000,5,14760,1
13,9,188,0.70,mcq,0.750,4,17239,1
13,8,35,0.32,blank,0.889,9,15520,1
13,9,59,0.42,mcq,0.800,5,17028,1
13,11,108,0.10,mcq,0.889,9,15868,0
13,12,217,0.46,mcq,1.000,1,14996,1
13,5,63,0.61,mcq,0.500,2,16068,1
13,8,189,0.38,mcq,0.900,10,15095,1
13,11,235,0.76,mcq,0.800,10,15780,1
13,2,56,0.79,blank,0.800,5,12651,0
13,3,267,0.40,mcq,0.500,6,16356,0
13,11,243,0.63,mcq,0.800,10,16111,0
13,6,12,0.19,blank,0.500,2,18470,1
13,4,168,0.56,blank,1.000,5,15407,1
13,8,156,0.22,mcq,1.000,10,14379,1
13,10,248,0.66,blank,1.000,6,14170,1
13,6,234,0.75,blank,0.667,3,16736,1
13,3,90,0.37,mcq,0.429,7,17115,1
13,12,22,0.36,blank,1.000,2,13666,1
13,6,18,0.28,blank,0.750,4,16865,1
13,11,84,0.38,blank,0.700,10,16774,1
13,9,75,0.32,mcq,0.833,6,16255,1
13,8,260,0.54,mcq,1.000,10,14023,1
14,1,113,0.60,blank,0.000,0,0,1
14,8,270,0.35,mcq,0.000,0,0,1
14,4,229,0.51,blank,0.000,0,0,1
14,11,163,0.41,mcq,0.000,0,0,1
14,10,76,0.11,mcq,0.000,0,0,1
14,12,180,0.55,blank,0.000,0,0,1
14,5,228,0.81,blank,0.000,0,0,0
14,12,218,0.77,blank,1.000,1,13750,0
14,12,107,0.53,mcq,0.500,2,17916,1
14,5,193,0.10,mcq,0.000,1,22038,1
14,2,237,0.71,blank,0.000,0,0,1
14,12,149,0.10,blank,0.667,3,16781,1
14,9,253,0.12,blank,0.000,0,0,1
14,9,154,0.44,mcq,1.000,1,10662,1
14,11,214,0.55,mcq,1.000,1,13020,0
14,3,142,0.18,blank,0.000,0,0,1
14,8,290,0.52,mcq,1.000,1,14935,0
14,7,62,0.62,mcq,0.000,0,0,0
14,6,30,0.22,mcq,0.000,0,0,1
14,3,140,0.29,blank,1.000,1,11302,1
14,6,272,0.10,blank,1.000,1,11324,1
14,11,49,0.65,mcq,0.500,2,15106,1
14,10,155,0.45,mcq,1.000,1,6636,0
14,5,74,0.34,blank,0.500,2,16518,1
14,1,84,0.55,mcq,1.000,1,18579,1
14,2,287,0.49,mcq,1.000,1,17627,0
14,10,59,0.29,mcq,0.500,2,10974,0
14,7,246,0.38,mcq,0.000,1,17868,0
14,6,268,0.39,mcq,1.000,2,12113,0
14,6,66,0.52,mcq,0.667,3,14683,1
14,12,41,0.53,blank,0.750,4,14561,1
14,7,221,0.34,blank,0.000,2,17838,0
14,1,241,0.47,mcq,1.000,2,17832,1
14,2,50,0.49,blank,0.500,2,19718,1
14,2,180,0.56,mcq,0.667,3,17990,1
14,1,179,0.74,mcq,1.000,3,16952,0
14,6,292,0.56,mcq,0.750,4,15298,1
14,2,99,0.64,blank,0.750,4,17209,1
14,5,110,0.59,blank,0.667,3,14208,0
14,9,55,0.57,mcq,1.000,2,11591,1
14,3,209,0.71,mcq,1.000,2,14234,0
14,2,254,0.46,mcq,0.800,5,17491,1
14,6,60,0.39,blank,0.800,5,15888,1
14,7,228,0.40,blank,0.000,3,16208,0
14,4,36,0.31,mcq,1.000,1,10934,1
14,8,54,0.61,blank,0.500,2,17051,0
14,7,206,0.21,blank,0.000,4,17430,1
14,12,34,0.38,mcq,0.800,5,15002,0
14,6,63,0.61,mcq,0.833,6,15001,0
14,4,298,0.60,blank,1.000,2,11478,0
14,10,244,0.40,mcq,0.333,3,10880,1
14,11,233,0.30,mcq,0.667,3,15277,1
14,2,16,0.60,blank,0.833,6,16637,0
14,2,92,0.42,mcq,0.714,7,17433,1
14,7,40,0.32,blank,0.200,5,16516,0
14,11,255,0.45,mcq,0.750,4,14235,1
14,8,10,0.23,mcq,0.333,3,17842,1
14,1,193,0.82,blank,0.750,4,18845,0
14,8,156,0.40,mcq,0.500,4,16282,0
14,12,57,0.55,blank,0.667,6,15324,1
14,10,244,0.33,mcq,0.500,4,12714,1
14,9,194,0.58,blank,1.000,3,12252,1
14,10,24,0.31,blank,0.600,5,12108,1
14,3,175,0.54,mcq,0.667,3,14628,1
14,7,126,0.59,blank,0.167,6,16349,1
14,4,157,0.47,blank,0.667,3,13254,1
14,2,217,0.43,blank,0.750,8,16428,1
14,10,12,0.26,blank,0.667,6,11580,1
14,6,52,0.32,mcq,0.714,7,15713,0
14,12,174,0.38,mcq,0.714,7,15685,1
14,3,39,0.32,mcq,0.750,4,14336,1
14,9,116,0.48,blank,1.000,4,12591,1
14,10,173,0.45,mcq,0.714,7,11627,1
14,5,40,0.75,mcq,0.500,4,16606,1
14,11,161,0.55,blank,0.800,5,13421,0
14,4,281,0.33,mcq,0.750,4,14123,1
14,3,256,0.64,mcq,0.800,5,13726,1
14,4,273,0.27,mcq,0.800,5,14091,1
14,10,31,0.69,mcq,0.750,8,11831,0
14,9,154,0.51,blank,1.000,5,13411,0
15,1,224,0.46,mcq,0.000,0,0,1
15,7,133,0.42,blank,0.000,0,0,1
15,5,249,0.39,mcq,0.000,0,0,0
15,1,33,0.81,blank,1.000,1,19194,1
15,7,72,0.66,mcq,1.000,1,13494,1
15,4,298,0.67,mcq,0.000,0,0,1
15,9,161,0.45,blank,0.000,0,0,1
15,6,217,0.60,mcq,0.000,0,0,0
15,4,131,0.52,mcq,1.000,1,19715,1
15,10,280,0.66,mcq,0.000,0,0,1
15,7,75,0.32,blank,1.000,2,14104,1
15,6,18,0.28,blank,0.000,1,16593,1
15,12,123,0.23,mcq,0.000,0,0,1
15,5,63,0.30,mcq,0.000,1,16363,1
15,9,202,0.69,blank,1.000,1,19543,0
15,5,83,0.32,mcq,0.500,2,14152,1
15,8,18,0.20,mcq,0.000,0,0,1
15,5,212,0.67,mcq,0.667,3,15560,1
15,6,134,0.38,mcq,0.500,2,14660,0
